artist_id,artist_name,genres,gender,category
2mLA48B366zkELXYx7hcDN,Peggy Gou,"electra,float house",female,Solo Act
1ozEI1HiloddRy01cuXQNo,Zymba,,male,Solo Act
1WNoKxsp715jez1Td4vthc,Electric Callboy,"comic metal,german metalcore,trancecore",,Band
3r5Kc95Oz8lDc8BL9ChO7n,Mathea,german pop,female,Solo Act
5y9wg9qkGBl0n9v9RzaPKu,CAPO,german hip hop,male,Solo Act
3DwUvt0kzO3j1fMQa6UfTU,Jamal,german hip hop,male,Solo Act
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,pop,female,Solo Act
47zz7sob9NUcODy0BTDvKx,Sade,"british soul,sophisti-pop",,Band
6kBjAFKyd0he7LiA5GQ3Gz,Aqua,"bubblegum dance,eurodance,europop",,Band
6nHDuiu6PIpfWt6DswQHvL,Alpa Gun,german hip hop,male,Solo Act
6nJEMDVNcq7fduXgk7EdGG,MilleniumKid,"hypertechno,neue neue deutsche welle",male,Solo Act
5Azjcil94cSjssZgE0IKDe,Anonym,german hip hop,,Solo Act
25u4wHJWxCA9vO0CzxAbK7,Lukas Graham,"danish pop,scandipop",,Band
7Bk6OavbjEK5gtMvSRns57,BECKS,,female,Solo Act
6l8dHVPkuEFzpQjhCH4xXT,JBS,,,Unknown
3tTvSeZiFDP3CY5EdPGcR4,ASHE 22,"drill francais,french hip hop,pop urbaine,rap francais,rap lyonnais",male,Solo Act
7ugN9bU7x54gVI2295brJF,Loona,,female,Solo Act
2otUckChxWf2cp6UP2cD6e,Zuna,"albanian hip hop,german hip hop",male,Solo Act
5slpk6nu2IwwKx0EHe3GcL,Lena,"german pop,indie viet",female,Solo Act
7aASXckUdNXJ5X338n8C1D,Voyage,turbo folk,,Band
3MdXrJWsbVzdn6fe5JYkSQ,Latto,trap queen,female,Solo Act
0hL2YMWhS1RHJxrPDyilMg,Bawer,,male,Solo Act
6HaGTQPmzraVmaVxvz6EUc,Jung Kook,k-pop,male,Solo Act
5Y1nFir8L9kJP7n1yZSeYb,Nicolas Julian,hypertechno,,Unknown
3xAB6KlDT1mrv1y74c3H3X,Chris de Sarandy,,,Unknown
55OIH32lgBeGjYZRpw4RNv,Shirli,,female,Solo Act
3TezFTtdgpx4KvqxvQjrDz,Ilatch,,,Unknown
59QdJy846FAaNXcztOegY5,Nio,,,Band
2UOx6w3eHpPKc3RBnNV3Rl,Safri Duo,eurodance,,Band
3WGpXCj9YhhfX11TToZcXP,Troye Sivan,"australian pop,pop,viral pop",male,Solo Act
6s22t5Y3prQHyaHWUN1R1C,AJR,pov: indie,,Band
6Y93ia2bshlwx3PIpugwQU,CAZ,,male,Solo Act
6WdjEdbgAoHeeXLwDsSgMg,Albi,german hip hop,male,Solo Act
25uiPmTg16RbhZWAqwLBy5,Charli XCX,"art pop,candy pop,metropopolis,pop,uk pop",female,Solo Act
6kXm2YCtdUOpRYNKeKhfue,Ryan Gosling,hollywood,male,Solo Act
5j3YjOV8eusoDutC6yPjhS,Blumengarten,,,Band
0h0Iypw4Zpe2pWEKIS9So3,OMAR,german hip hop,male,Solo Act
41qfKbF6qreDxiWBmOX39N,Elai,"albanian hip hop,albanian pop",,Unknown
438nTuoZFCZCyBl33jE9dU,Ashafar,dutch hip hop,male,Solo Act
7C0CBOwkkOMnkehrvdMLrU,Finnel,fussball,male,Solo Act
4TPAWIeZhHw6CnsoPe9vxY,Lucry & Suena,,,Band
2Reg4IlIHtEGZHnSD4pphn,erobé,hypertechno,male,Solo Act
1jBoSSrbz9n4ehQWA4cZgB,Rob49,new orleans rap,male,Solo Act
0fGcIStdT1OpFFhOC7Wp36,Teezo Touchdown,,male,Solo Act
4TSAnyHn47PpS8S9ofOjYU,Lyfrix,hypertechno,male,Solo Act
6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,"indie folk,stomp and holler",,Band
46aNfN89JrOQTCy97GoCHa,Tokio Hotel,german pop rock,,Band
67lytN32YpUxiSeWlKfHJ3,Yung Lean,"cloud rap,psychedelic hip hop,underground hip hop",male,Solo Act
1pOuPivcxEwA8lnpMYYVsO,SHABAB,,,Solo Act
7chtUnj6tYDO1bXxLSL7OA,VITO,,,Band
2oOZnan3LTQbqc0uGajGY1,Biggie68,,male,Solo Act
53KwLdlmrlCelAZMaLVZqU,James Blake,"art pop,indie soul,indietronica,uk alternative pop",male,Solo Act
0ABk515kENDyATUdpCKVfW,Westside Gunn,"alternative hip hop,boom bap,buffalo hip hop,drumless hip hop,hip hop,upstate ny rap",male,Solo Act
1Y5ZPIMVOc1QgWPYnaiBSp,Azu,,female,Solo Act
5zGdSsbozHUGsEEZHahZxM,Hassuna,,,Unknown
504DdVupqJJUEkzmHzJEfs,Dave Chappelle,"black comedy,comedy",male,Solo Act
0ydBtmgupeHnGowYxRo6tq,IIVEN,hypertechno,,Unknown
0vbfrsbTQsxmBTrvtZTFB4,Dead Dawg,german hip hop,male,Solo Act
3GBBxBdoolb0B5YizZq9bF,Eno,"german drill,german hip hop",male,Solo Act
0860MVRZC3Llgf1mFvnd1R,NESS,german pop,male,Solo Act
1r43wW70tnGUauQYvY5w48,BENNETT,hypertechno,male,Solo Act
6Oo895Ry8JlDgxkCnYIV0E,OZAN BRA,,,Unknown
5VadK1havLhK1OpKYsXv9y,D-Block Europe,"melodic drill,uk hip hop",,Band
0geGEoVXjWIz38cw8JcqVP,Baby B3ns,german hyperpop,female,Solo Act
25vgYguyPkprd0hE2IRnZT,Angela Asiana,,,Unknown
5wCmhq5J2hPwL2r0eKurxn,cassö,hypertechno,male,Solo Act
2y1VzMKAa5nmfXKtJL9jnj,Murda,"basshall,turkish hip hop,turkish trap",male,Solo Act
6cpOyiEibAAlRlUF4Kk3vI,YAKARY,german hip hop,,Unknown
4mrBetqy378Jf1y6NLszlx,VINAI,"dutch house,edm,electro house,melbourne bounce international,pop dance,progressive electro house,slap house",,Band
6S3KljEiIOWoLMUyZrkQUc,Marnik,"dutch house,hypertechno",,Band
37O1JxzsmW46wxTE2qdShj,Cocon,,male,Solo Act
2DYDFBqoaBP2i9XrTGpOgF,Naeleck,"electro,hypertechno",male,Solo Act
5Jm4syNxe3BMFMlgPajszM,Julien Bam,german viral rap,male,Solo Act
3PeXrPTDFpmBfdfBR8nDAj,6PM RECORDS,,,Solo Act
0f1hqVNhsXHOnme1cUnxrV,CIIIO,,male,Solo Act
5K8xEsO2oPspkkkdpTBQWo,Stickle,,,Unknown
3c96G4d2lUOxhomM2mby5S,Bushido,german hip hop,male,Solo Act
7uMDnSZyUYNBPLhPMNuaM2,Kenya Grace,singer-songwriter pop,female,Solo Act
6j90FihrvT1wUrJlDRxZdk,Julia Beautx,german pop,female,Solo Act
7btarWoKEG5z3ndq0g4XFQ,Teflon030,"german hip hop,german underground rap",male,Solo Act
4Xi6LSfFqv26XgP9NKN26U,AJ Tracey,"grime,uk hip hop,ukg revival",male,Solo Act
39XT9gMoNmMCOlvTTR273m,K-Trap,"uk drill,uk hip hop",male,Solo Act
6Ql5ZUhTCAn62skkbRJWCq,DJ JEEZY,,male,Solo Act
72A0Z8q8NiochyK9gUHpCR,The Kolors,"italian adult pop,italian pop",,Band
1Xylc3o4UrD53lo9CvFvVg,Zara Larsson,"pop,scandipop,swedish electropop,swedish pop",female,Solo Act
3h4dAX7sDOTWVw6nP2kELJ,HamedLoco,,,Unknown
79DrPht1MJw7KRXHINJDMd,Niclov,,,Unknown
34hL467mqffW7Z5WQhM1MS,Trizto,,male,Solo Act
3G48828EYRdDAQ77Z6HidC,MontanaBlack,,male,Solo Act
6bM6rpwjhvxuKSQ2OJ2eQC,Sosa La M,,,Unknown
3wcj11K77LjEY1PkEazffa,Burna Boy,"afrobeats,azontobeats,dancehall,nigerian hip hop,nigerian pop",male,Solo Act
0U6t1GxrhOhD5vSHhe2JqE,Baron,german hyperpop,,Band
2eCeP9nQxAp8hXOL30KNGZ,Alim,,,Solo Act
6KOszWgIriJLaPOySuBOTI,SUICIDAL-IDOL,"scenecore,sped up",,Unknown
5rzxh7YXsfZBMxNRXjhKKJ,THIS IS DARDY,albanian pop,,Unknown
6mFNhGWIA0SYoGMFXi2cgf,Morpheuz,"german hip hop,german trap",male,Solo Act
4422XPmmt7lJGKjYbYSI6B,Asche,german hip hop,male,Solo Act
4sihWBudLgIj87L6PRfrpT,LEX,"german cloud rap,german trap",female,Solo Act
1EpUTpT8KmlB2uDzLNK9d5,Mali,,,Solo Act
4w1XMKlrhtBOgtkgWyim8w,Robbie Banks,deep german hip hop,,Solo Act
3SozjO3Lat463tQICI9LcE,Tyla,,male,Solo Act
5arKwJZEvT5uKq4o0JfqR4,Isabel LaRosa,"dark r&b,hyperpop,sped up",female,Solo Act
2e4uIDIIBXR0MmZe0AJGhR,Bosse,german pop,male,Solo Act
78TTCmh2koperK5NBn7DgR,102 Boyz,"german alternative rap,german drill,german hip hop",,Band
2hWrmZhAfziW6WnBytCCUv,Dario Rodriguez,,male,Solo Act
32AAxPlW6sOK0nopTJM7sv,Stacks102,german cloud rap,male,Solo Act
7xgkElWT6dfv1abAt4cyC6,LOLO79,,,Unknown
08rciXpQrixSOu9GA0jSd7,Addikt102,,male,Solo Act
2LIk90788K0zvyj2JJVwkJ,Jack Harlow,"deep underground hip hop,kentucky hip hop,pop rap,rap",male,Solo Act
1HPW4jeRjXBFRoUnSvBzoD,Destroy Lonely,rage rap,male,Solo Act
5PLCJ2Wlc2BV0d4gCYdRTc,Mikael,german r&b,male,Solo Act
0jbo7KFNMiIkfBR6ih0yhm,iñigo quintero,,,Unknown
058SQVFoFi7A55lusoKyzi,april27,,,Unknown
5sRQkVexJlax2iISuqL8cV,Kalazh44,"german drill,german hip hop",male,Solo Act
3qiHUAX7zY4Qnjx8TNUzVx,Yeat,"pluggnb,rage rap",male,Solo Act
0jxy7TWRoSFqe4eucObq6L,ROTE MÜTZE RAPHI,"frauenrap,german hip hop,german pop",female,Solo Act
0CzoJbqBbtBNLArLyAFDPn,Ikkimel,,female,Solo Act
2oxB9ArMXPTWdsMg4kKmLl,Barré,,male,Solo Act
0LEXmZvtgBqS9MZgqpLU6f,MENJU,,male,Solo Act
7DUTsWY3RBd64vh8UtgtYA,Lacrim,"arabic hip hop,french hip hop,pop urbaine",male,Solo Act
7hCkk48aIsK8myLaEbeXHx,ela.,german pop,female,Solo Act
0ZH9vErkeklBVpizfUWo6M,Accaoui,,,Unknown
1ldsuiSBiF9jsLQJape3e6,Gola Gianni,,male,Solo Act
26rewgSEfGzNpapjPw5VZh,Gringo Bamba,,male,Solo Act
6NO12PstTjSbyBgbn2GSKz,Amaru,hypertechno,,Band
0GgY7hjMoGDsX8ZDe2mwds,Soolking,"french hip hop,pop urbaine,r&b francais,rap algerien",male,Solo Act
6HvZYsbFfjnjFrWF950C9d,NewJeans,"k-pop,k-pop girl group",,Band
3DbwFQlvLxRSi2uX8mf81A,Sexyy Red,trap queen,female,Solo Act
3eSn9mqkLzdmxzHJ9KDPmC,Ramo,german hip hop,male,Solo Act
5gqmbbfjcikQBzPB5Hv13I,Gazo,"drill francais,french hip hop,pop urbaine,r&b francais,rap francais",male,Solo Act
2HPaUgqeutzr3jx5a9WyDV,PARTYNEXTDOOR,"r&b,rap,urban contemporary",male,Solo Act
7sAaTbbHDafboXdSERjtEl,Ellice,,female,Solo Act
3vGgjydudbzEp2r9PmqHc0,Lyente,hypertechno,male,Solo Act
2m8ROV7jEwm66LBxUNhUMt,Sonny Wern,"covertronica,hypertechno",,Unknown
6dcF1Pcj5BlCkSK9FF96GG,Quinten Circle,hypertechno,male,Solo Act
34lIancN28qj7jD4JxYOdE,ZANA,"covertronica,hypertechno",,Band
4K4YcztlZuVsfmd3aXWMN3,SHOKI,,,Unknown
0hmUwzWBrPHpGWGrYH05c3,Miyagi & Andy Panda,russian hip hop,,Band
2uYWxilOVlUdk4oV9DvwqK,Mitski,"brooklyn indie,pov: indie",female,Solo Act
69UVGTxhvI9zrl4tVafMgC,DBBD,,male,Solo Act
0GOx72r5AAEKRGQFn3xqXK,GIMS,"french hip hop,french pop,r&b francais,rap conscient",male,Solo Act
0V2oXYR7DtrZAEFeILRW2r,Lvbel C5,"turkce drill,turkish hip hop,turkish trap",,Unknown
0iFq8SzyZaaQ2Fn6CLDxqW,Clueso,"german pop,german singer-songwriter",male,Solo Act
1SF4jakSq8kI38MYjFdaJG,Verifiziert,german hyperpop,female,Solo Act
1xlPEhjbFqhrDjaAvyvueX,Safraoui,,male,Solo Act
6YTILOAf9umh7RMEJdigWm,Maxe,,male,Solo Act
0Dd84sfPxs6Aj0PjlCM1P7,Cleffy,,,Unknown
0VhPkEtUabZSNqhrd1ujf2,O.G. Pezo,german underground rap,male,Solo Act
0EG0El2Ozcdnw0xJA77DyO,The Boy The G,hypertechno,,Unknown
7maQENQfaF8xDdEJp4i545,Aliyah's Interlude,,female,Solo Act
48Fq6GV3S6on56TxSBu5NO,Celo & Abdi,german hip hop,,Band
7zDl8xqVVU2BC7ZLkLowLt,Krime,"german drill,german hip hop",male,Solo Act
0eVixEZVW2PB1UogwTWXc1,Berq,,male,Solo Act
6utdPEv71mR0DnGp74cJIz,Disney Characters,movie tunes,,Unknown
325L7kby6bkG5qSXXAFEWM,Joker Bra,german hip hop,male,Solo Act
3VDh3hIeQKMHrBKDG9oCwj,Infinit,german alternative rap,male,Solo Act
4UXV9jTkL3Iqg1n5kJf4p3,CALI,,male,Solo Act
3WrFJ7ztbogyGnTHbHJFl2,The Beatles,"british invasion,classic rock,merseybeat,psychedelic rock,rock",,Band
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,"dance pop,pop,urban contemporary",female,Solo Act
10i8WBPVurGLBCx1PNJhX8,29 Seconds,,,Unknown
5lpH0xAS4fVfLkACg9DAuM,Wham!,"new romantic,new wave pop,soft rock",,Band
15LZyW96TXq91lUBjMHQok,Squidji,"cloud rap francais,rap calme",male,Solo Act
5WUlDfRSoLAfcVSX1WnrxN,Sia,"australian dance,australian pop,pop",female,Solo Act
12A83CWwFiyXy90ScLWPIe,LIZOT,"big room,german dance,hypertechno,slap house",,Band
0wi4yTYlGtEnbGo4ltZTib,Shakin' Stevens,"classic uk pop,rockabilly",male,Solo Act
3VuZZ1n0XGacnz96Ys8mrZ,KYANU,hypertechno,male,Solo Act
4hK7sEnm0se5bqoI3Yb5o1,SANTOS,,male,Solo Act
1VD4AmUxf40MwFAzCM62V6,HE/RO,german pop,,Band
0Yu9Wl3q10ZvjBaRN82LIr,DANO,,male,Solo Act
5KEG7G8LDYlHgFDqZyEEs2,Chris Rea,"soft rock,sophisti-pop",male,Solo Act
38EmEgXkgK51MT2tPY0EoC,Bobby Helms,,male,Solo Act
49e4v89VmlDcFCMyDv9wQ9,Dean Martin,"adult standards,easy listening,lounge,vocal jazz",male,Solo Act
1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,"adult standards,canadian pop,jazz pop,lounge",male,Solo Act
3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,"dance pop,pop,talent show",female,Solo Act
3IrUyDPQlQFcB5lMWhPml2,SSIO,"afghan rap,german hip hop,hamburg hip hop",male,Solo Act
5FBdc4gwnj1x36cY9mlvUO,Jay Jiggy,deep german hip hop,male,Solo Act
0KKfFa0AT1vx2sa7wx0lj0,Joon Kim,,male,Solo Act
4cPHsZM98sKzmV26wlwD2W,Brenda Lee,"adult standards,lounge,rockabilly",female,Solo Act
2apYMRrg5FxN4go0pfsCvf,Melanie Thornton,,female,Solo Act
6u8KyY2rfBGDtDejRJ9JaQ,Madeline Juno,"german pop,liedermacher",female,Solo Act
6p46LxMXeRu3FRYN4tK5Lv,SativaMusic,,,Unknown
1iU4iAHoK4fYIOeyhteW4O,Emes,,male,Solo Act
4AKwRarlmsUlLjIwt38NLw,Ofenbach,pop dance,,Band
2s4tjL6W3qrblOe0raIzwJ,Yoko Ono,"experimental,experimental pop",female,Solo Act
7K78lVZ8XzkjfRSI7570FF,José Feliciano,"latin pop,puerto rican pop",male,Solo Act
2fsk4VlJdNF6G8cCMDrrzB,Norma Jean Martine,nyc pop,female,Solo Act
4sj6D0zlMOl25nprDJBiU9,Andy Williams,"adult standards,easy listening",male,Solo Act
4x1nvY2FN8jxqAFA0DA02H,John Lennon,"classic rock,rock",male,Solo Act
4STHEaNw4mPZ2tzheohgXB,Paul McCartney,"classic rock,mellow gold,rock,soft rock",male,Solo Act
26AHtbjWKiwYzsoGoUZq53,Pentatonix,"a cappella,viral pop",,Band
2qn4hIXsvRUyFoboMi31XB,Rolf Zuckowski,kindermusik,male,Solo Act
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,"album rock,classic rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock,yacht rock",,Band
7MzHPIXAqIOCnvK0sVY72W,Helene Fischer,schlager,female,Solo Act
6ztKrKekC3nb3nCBoy9HUt,ENNIO,,male,Solo Act
7b79bQFziJFedJb75k6hFt,Tion Wayne,"london rap,uk hip hop",male,Solo Act
2IiYcx1PUPlEFbW54buLBt,Ritter Lean,,male,Solo Act
26dSoYclwsYLMAKD3tpOr4,Britney Spears,"dance pop,pop",female,Solo Act
7CyeXFnOrfC1N6z4naIpgo,The Ronettes,"brill building pop,classic girl group,motown,rock-and-roll",,Band
2vm8GdHyrJh2O2MfbQFYG0,Ingrid Michaelson,"acoustic pop,ectofolk,lilith,neo mellow",female,Solo Act
3YdT8QvV4QvY4DfVJhxdcZ,Grace VanderWaal,post-teen pop,female,Solo Act
35S20clEkkSNUo23ViaslZ,Band Aid,musical advocacy,,Band
49WxFZy9aXHc45IMLc2xyj,Dani,,female,Solo Act
0JXiS2FrAg3wQYJHcmZdrc,B. Swanson Quartet,,,Unknown
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,"boy band,pop",,Band
1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,"adult standards,easy listening,lounge",male,Solo Act
1UTPBmNbXNTittyMJrNkvw,Blake Shelton,"classic oklahoma country,contemporary country,country,country road,modern country rock",male,Solo Act
1Ml4OuStDoympbREURAM15,The Fontane Sisters,"deep adult standards,vocal harmony group",,Band
2yOGWPXuL8wG3F1q5FWmep,Die Kita-Frösche,kindermusik,,Band
5Asmk7uzCjVJN77MLDnvma,Karsten Glück,kindermusik,male,Solo Act
6lBN3Tzt61u8i9AJoAhKzF,Mykola Dmytrovych Leontovych,"post-romantic era,ukrainian classical",,Unknown
5v8jlSmAQfrkTjAlpUfWtu,Perry Como,"adult standards,easy listening,lounge",male,Solo Act
3dRfiJ2650SZu6GbydcHNb,John Williams,"orchestral soundtrack,soundtrack",male,Solo Act
3XDX6PbRtAzovlF2DnoT5F,iilliaa,,,Unknown
0HS96tPggl2nwiz3gNWWI5,Mitchell Ayres & His Orchestra,man's orchestra,,Band
4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,"dance pop,pop",female,Solo Act
6KfzyefHYuqfWaI5taICaN,Band Aid 30,musical advocacy,,Band
5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,"british soul,dance pop,pop,talent show",female,Solo Act
04yr1h3maDSKvM08pgOezF,Simone Sommerland,kindermusik,female,Solo Act
10n5lhNDoSMUHWLlnST1yw,Slade,glam rock,,Band
6Ff53KvcvAj5U7Z1vojB5o,*NSYNC,"boy band,dance pop,pop",,Band
7e52Ytzjj1q71DUj2cSlch,Sarah Connor,german pop,female,Solo Act
6jJ0s89eD6GaHleKKya26X,Katy Perry,pop,female,Solo Act
1AwO9pWEBSBoWdEZu28XDC,Eartha Kitt,"torch song,vocal jazz",female,Solo Act
0oK8UXKZbQezeRhE0KeBAV,Henri René and His Orchestra,man's orchestra,,Band
6xs3t4VrfszbO3YJg2wLPa,Fred Durst,nu metal,male,Solo Act
6UlNIFEuWlBqb4TvlVCekq,Kirsty MacColl,new wave pop,female,Solo Act
2T1zM7AtA0Cd9u1m3PBFEY,Maikel,german trap,male,Solo Act
2wzMOQwNT6ZvVB4amvhFAH,The Pogues,"celtic punk,celtic rock,folk punk,punk",,Band
0MHgLfmQdutffmvWe5XBTN,Burl Ives,american folk revival,male,Solo Act
3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,"heartland rock,mellow gold,permanent wave,rock,singer-songwriter",male,Solo Act
2LakckgvXEtJlKOYP6BO11,Lancey Foux,rage rap,,Solo Act
391oLRVmoTkumiN79HkTWu,Darlene Love,,female,Solo Act
4RVnAU35WRWra6OZ3CbbMA,Kylie Minogue,"australian dance,australian pop,dance pop,eurodance,new wave pop",female,Solo Act
3FUY2gzHeIiaesXtOAdB7A,Train,"dance pop,neo mellow,pop,pop rock",,Band
5ixB75BQR3ADoWQkcHQJTs,Gene Autry,"classic oklahoma country,cowboy western,traditional country,yodeling",male,Solo Act
0ECwFtbIWEVNwjlrfc6xoL,Eagles,"album rock,classic rock,heartland rock,mellow gold,rock,soft rock,yacht rock",,Band
7M8VQpddsuHZ3rlbsNnLKF,BIG TIM,,,Unknown
0wiCfDEHaEcPkKZOi7Nivl,Yamê,,male,Solo Act
7v4imS0moSyGdXyLgVTIV7,Nat King Cole,"adult standards,lounge,soul,swing,vocal jazz",male,Solo Act
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,"rock-and-roll,rockabilly",male,Solo Act
35GL8Cu2GKTcHzKGi75xl5,Jennifer Hudson,"dance pop,r&b,urban contemporary",female,Solo Act
54R6Y0I7jGUCveDTtI21nb,Boney M.,europop,,Band
7DDyntOmWbEgkGoIUaTxEp,Felix Harrer,,male,Solo Act
77lzQa2JgjlkP4uA5ptyo7,Mondello'G,hypertechno,,Unknown
0NGAZxHanS9e0iNHpR8f2W,Alok,"electro house,pop nacional,slap house",male,Solo Act
1pBLC0qVRTB5zVMuteQ9jJ,Lily-Rose Depp,pop,female,Solo Act
4gJT0OnBISFA5CPMNYBGIE,OG Keemo,"german alternative rap,german hip hop",male,Solo Act
6iqDK7aHVlwGGgPmcdSK5L,Tribbs,"polish pop,polish viral pop",,Solo Act
1EhlCHNvUGcs4bi60tXXoB,BARÉ,,male,Solo Act
250b0Wlc5Vk0CoUsaCY84M,JENNIE,k-pop,female,Solo Act
4fLyO8nvEon8gLjwvoRYne,Bayor,,male,Solo Act
7BPiWKbeuWueq4qGMz3A0T,Jaques Raupé,pop house,,Unknown
0ZqNAlpzFTJI4tyK4UwJE2,CANEY030,,male,Solo Act
32kPQzj1rk4nnGIIJpIUic,CERES,hypertechno,,Unknown
6xXFSlwZnP98zVxs7z1eb4,Rasa,,,Band
6z8C5UXOpIz82zLSvj1Xc9,JAS,,male,Solo Act
6a4F3jPvr13nmI6JsPCRFV,Skandal,,female,Solo Act
5SXuuuRpukkTvsLuUknva1,Baby Keem,"hip hop,rap",male,Solo Act
29zsVzEH33dD5QqxeL8dvy,Vini Vici,progressive uplifting trance,,Band
72OaDtakiy6yFqkt4TsiFt,Cher,"dance pop,pop",female,Solo Act
5j4HeCoUlzhfWtjAfM1acR,Stromae,"belgian pop,g-house",male,Solo Act
73jBynjsVtofjRpdpRAJGk,Dimitri Vegas & Like Mike,"belgian dance,belgian edm,big room,dutch house,edm,electro house,pop dance,progressive electro house",,Band
2HkAI0YrEcgoR8QdaURqhO,Dimitri Vegas,belgian edm,male,Solo Act
1mZu3rO7qSD09GdDpePHhY,Frankie Goes To Hollywood,"dance rock,hi-nrg,new romantic,new wave,new wave pop,synthpop",,Band
2mpeljBig2IXLXRAFO9AAs,Dido,"dance pop,europop,lilith,neo mellow,pop rock",female,Solo Act
2lolQgalUvZDfp5vvVtTYV,Tony Bennett,"adult standards,easy listening,lounge,vocal jazz",male,Solo Act
2nvKpWcP8etYTq4JrRiUiy,Cliff Richard,"adult standards,rock-and-roll",male,Solo Act
2rTo8KIkBTFjQS7VvaKYQ4,W&W,"big room,dutch house,dutch trance,edm,electro house,pop dance,progressive electro house",,Band
4pwXiI7Z5ZStkgKowZyoKi,Like Mike,belgian edm,male,Solo Act
5mqTjdvhjudAkvommA0Wx2,Yassine,,,Unknown
6ZjFtWeHP9XN7FeKSUe80S,Bing Crosby,"adult standards,easy listening,lounge",male,Solo Act
2HcwFjNelS49kFbfvMxQYw,Robbie Williams,"dance rock,europop",male,Solo Act
3nlHsNqwCSvT988ZfSW1Yh,Ronan Keating,"europop,talent show",male,Solo Act
735L650pvygCZZlPMyHqsN,John Scott Trotter & His Orchestra,light music,,Unknown
69UfPJgUmFFAVT740qGVZi,Ken Darby Singers,,,Band
2NCGI6dLTxLdI9XHdv7QfM,The Andrews Sisters,"adult standards,swing,torch song,vocal harmony group",,Band
3MzJcP62FVm6yKcprsiT7r,No Angels,"german pop,girl group",,Band
3w4VAlllkAWI6m0AV0Gn6a,Hurts,"metropopolis,neo-synthpop",,Band
2y8Jo9CKhJvtfeKOsYzRdT,Rod Stewart,"mellow gold,soft rock",male,Solo Act
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,"baroque pop,classic rock,folk rock,mellow gold,psychedelic rock,rock,sunshine pop",,Band
5JUYSPkis2Mk6HUbmMqk1m,Sean Ono Lennon,beatlesque,,Unknown
4S9EykWXhStSc15wEx8QFK,Céline Dion,canadian pop,female,Solo Act
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,pop soul,male,Solo Act
4FogApwkGJLnc2tflGrhlG,Filmový symfonický orchestr,symfonicky orchestr,,Unknown
6hanC5m590BGQMCsmJZJBN,Stepan Konicek,detske pisnicky,male,Solo Act
1svaANJTE5KrG16fTGDqOs,The Puppini Sisters,"easy listening,swing,swing revival",,Band
5pUo3fmmHT8bhCyHE52hA6,Liam Payne,pop,male,Solo Act
293zczrfYafIItmnmM3coR,Chuck Berry,"blues,blues rock,classic rock,rock,rock-and-roll,rockabilly,soul",male,Solo Act
2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,"canadian contemporary r&b,canadian pop,pop",female,Solo Act
0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge,"contemporary country,country,country road,modern country rock",male,Solo Act
6dn6x1XOng3LOAnfTjUn77,AJ Mitchell,"alt z,singer-songwriter pop,teen pop",male,Solo Act
3nohf4qILMr5aUSOsolwxB,Jona Lewie,new wave pop,male,Solo Act
5rSXSAkZ67PYJSvpUpkOr7,Backstreet Boys,"boy band,dance pop,pop",,Band
7q6ozanpOpFUoe6jPQ0jVK,Kate Winslet,,female,Solo Act
5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,"adult standards,jazz,jazz blues,soul,swing,vocal jazz",female,Solo Act
2iE18Oxc8YSumAU232n4rW,The Jackson 5,"motown,soul",,Unknown
2UFKXTZgKtOTHSqMSyAcLO,Glasperlenspiel,"german pop,metropopolis",,Band
0vqJkZ0RpLZixt3lTmD8vP,Whethan,"electropop,hyperpop,rage rap",male,Solo Act
7F0bQWvv3rfV3EubmoQlwZ,Die Prinzen,"classic schlager,german pop,german rock",,Band
1OAjDaKgg00KCUYqDe68un,Gigi D'Agostino,"eurodance,italo dance",male,Solo Act
0LcJLqbBmaGUft1e9Mm8HV,ABBA,"europop,swedish pop",,Band
4lthXDxTc1gx0roDyIeaai,NIKSTER,"hypertechno,slap house",male,Solo Act
3RN5xNByg87vUHz3D692lM,Stevio,,,Solo Act
0oW7WNHDC1tqLU3urqLKbC,NOISETIME,hypertechno,male,Solo Act
3r82jUxl7ThSdOhB90Qn6u,1019,,,Band
6kihpsUFibXNX1Wky3yvtI,AJÉ,"german hip hop,german underground rap",,Unknown
6aq8T2RcspxVOGgMrTzjWc,Soft Cell,"new romantic,new wave,new wave pop,synthpop",,Band
37230BxxYs9ksS7OkZw3IU,Chencho Corleone,"reggaeton,reggaeton flow,trap latino,urbano latino",male,Solo Act
4zWCSVXVIgIscx9kT3vfOs,Beats by Luca,,,Unknown
